Gene_Symbol,Uniprot_ID,Polar,Neutral,Hydrophobicity,0-2.78,2.95-4.0,4.03-8.08,4.9-6.2,8.0-9.2,10.4-13.0,0-1.08,0.128-0.186,0.219-0.409,Positive,Neutral,Negative,Buried,Exposed,Intermediate,Helix,Strand,Coil,(-0.20~0.16),(-0.3~ -0.52),(-0.98~ -2.46),High (5-21%),Medium (1.12-3.64%),Low (0-0.83%),High (1.21-2.02),Medium (0.63-1.12),Low (0.14-0.29),High (4-30%) ,Medium (1-3%) ,Low (0-1%) ,High (25-100%) ,Medium (5-18%) ,Low (0-4%) ,High (0.25-11) ,Medium (-0.25 – 0.17) ,Low (-0.3 - -0.8) ,High (1.18-2.07) ,Medium (0.84-1.16) ,Low (0.41-0.8) ,High (0.95-1.8) ,Medium (0.5-0.95) ,Low (0-0.5) ,High (?2.25) ,Medium (1.6-2.3) ,Low (?1.5) ,High  (?1.4) ,Medium (0.79-1.21) ,Low (?0.76) ,High (477-1197) ,Medium (95-423) ,Low (<95) ,Low (75-105),Medium (115-155),High (165-204),(-4.2 - -3.3),(-3.07 – 2.26),(-1.78 - -1.05),>1,1,0,>1,1,0,High (9-65 g/100g) ,Medium (1.14-7.44 g/100g) ,Low (0.048-0.82,Very flexible,Moderately flexible,Less flexible,Target
OLFM2,O95897,28.75,37.5,33.75,43.75,40,16.25,35,36.25,28.75,30,53.75,16.25,7.5,83.75,8.75,42.5,28.75,28.75,47.5,23.75,28.75,32.5,28.75,38.75,21.25,68.75,10,31.25,65,3.75,20,27.5,52.5,26.25,21.25,52.5,28.75,47.5,23.75,36.25,36.25,27.5,27.5,48.75,23.75,40,48.75,11.25,42.5,40,17.5,42.5,35,22.5,12.5,61.25,26.25,30,37.5,32.5,30,53.75,16.25,10,48.75,41.25,13.75,47.5,38.75,15,42.5,42.5,1
MS4A6E,Q96DS6,26.25,40,33.75,40,45,15,33.75,38.75,27.5,32.5,52.5,15,7.5,87.5,5,45,26.25,28.75,42.5,22.5,35,31.25,27.5,41.25,27.5,67.5,5,25,73.75,1.25,22.5,22.5,55,21.25,23.75,55,27.5,45,27.5,42.5,38.75,18.75,33.75,47.5,18.75,22.5,58.75,18.75,43.75,46.25,10,45,40,15,11.25,71.25,17.5,30,46.25,23.75,31.25,56.25,12.5,5,55,40,7.5,58.75,33.75,7.5,43.75,48.75,1
ITGA11,Q9UKX5,25,41.25,33.75,42.5,30,27.5,37.5,35,27.5,33.75,38.75,27.5,10,82.5,7.5,46.25,25,28.75,32.5,36.25,31.25,36.25,20,43.75,18.75,63.75,17.5,35,55,10,20,27.5,52.5,22.5,25,52.5,27.5,50,22.5,27.5,48.75,23.75,41.25,40,18.75,38.75,51.25,10,43.75,45,11.25,46.25,42.5,11.25,18.75,58.75,22.5,36.25,37.5,26.25,22.5,60,17.5,16.25,45,38.75,18.75,53.75,27.5,18.75,37.5,43.75,1
LRP4,O75096,23.75,41.25,35,60,25,15,35,36.25,28.75,41.25,43.75,15,3.75,82.5,13.75,53.75,23.75,22.5,38.75,26.25,35,45,28.75,26.25,27.5,63.75,8.75,41.25,48.75,10,15,27.5,57.5,28.75,13.75,57.5,28.75,51.25,20,27.5,41.25,31.25,31.25,42.5,26.25,42.5,51.25,6.25,31.25,48.75,20,36.25,37.5,26.25,10,48.75,41.25,30,30,40,21.25,56.25,22.5,23.75,42.5,33.75,25,48.75,26.25,22.5,37.5,40,1
CHFR,Q96EP1,37.5,36.25,26.25,41.25,35,23.75,26.25,33.75,40,30,46.25,23.75,16.25,67.5,16.25,36.25,37.5,26.25,46.25,20,33.75,35,32.5,32.5,20,65,15,35,60,5,23.75,32.5,43.75,35,21.25,43.75,40,42.5,17.5,40,42.5,17.5,38.75,42.5,18.75,36.25,45,18.75,45,42.5,12.5,47.5,38.75,13.75,20,55,25,41.25,23.75,35,32.5,55,12.5,8.75,50,41.25,10,48.75,41.25,30,31.25,38.75,1
MGMT,P16455,28.75,41.25,30,46.25,35,18.75,31.25,37.5,31.25,33.75,47.5,18.75,7.5,76.25,16.25,46.25,28.75,25,52.5,20,27.5,33.75,30,36.25,23.75,70,6.25,36.25,57.5,6.25,15,27.5,57.5,25,17.5,57.5,31.25,46.25,22.5,35,40,25,30,50,20,31.25,48.75,20,31.25,52.5,16.25,33.75,46.25,20,15,48.75,36.25,28.75,35,36.25,21.25,66.25,12.5,11.25,38.75,50,15,42.5,42.5,21.25,31.25,47.5,1
CTLA4,P16410,21.25,38.75,40,41.25,33.75,25,41.25,35,23.75,31.25,43.75,25,10,86.25,3.75,56.25,21.25,22.5,50,32.5,17.5,36.25,22.5,41.25,25,58.75,16.25,38.75,58.75,2.5,20,17.5,62.5,20,17.5,62.5,23.75,51.25,25,23.75,47.5,28.75,25,48.75,26.25,36.25,55,8.75,33.75,53.75,12.5,36.25,45,18.75,16.25,55,28.75,27.5,42.5,30,27.5,58.75,13.75,17.5,38.75,43.75,20,41.25,38.75,13.75,38.75,47.5,1
CHGB,P05060,35,35,30,40,42.5,17.5,30,33.75,36.25,31.25,51.25,17.5,12.5,76.25,11.25,36.25,35,28.75,45,23.75,31.25,31.25,35,33.75,18.75,76.25,5,33.75,62.5,3.75,25,28.75,46.25,28.75,25,46.25,36.25,45,18.75,38.75,43.75,17.5,36.25,41.25,22.5,23.75,57.5,18.75,45,42.5,12.5,46.25,36.25,17.5,17.5,53.75,28.75,30,36.25,33.75,28.75,56.25,15,3.75,53.75,42.5,7.5,57.5,35,17.5,42.5,40,1
ANKLE1,Q8NAG6,32.5,38.75,28.75,45,36.25,18.75,28.75,36.25,35,35,46.25,18.75,13.75,71.25,15,53.75,32.5,13.75,63.75,11.25,25,51.25,17.5,31.25,28.75,56.25,15,45,50,5,20,20,60,35,5,60,35,45,20,25,51.25,23.75,31.25,42.5,26.25,32.5,57.5,10,30,58.75,11.25,32.5,45,22.5,17.5,45,37.5,30,28.75,41.25,21.25,72.5,6.25,7.5,47.5,45,8.75,42.5,48.75,31.25,13.75,55,1
PTPN22,Q9Y2R2,48.75,28.75,22.5,30,36.25,33.75,28.75,22.5,48.75,26.25,40,33.75,22.5,60,17.5,26.25,48.75,25,52.5,26.25,21.25,26.25,41.25,32.5,11.25,73.75,15,35,51.25,13.75,31.25,37.5,31.25,31.25,37.5,31.25,48.75,31.25,20,42.5,37.5,20,50,38.75,11.25,32.5,33.75,33.75,51.25,43.75,5,51.25,38.75,10,30,40,30,36.25,35,28.75,35,51.25,13.75,10,38.75,51.25,11.25,42.5,46.25,28.75,45,26.25,1
XRCC1,P18887,31.25,40,28.75,42.5,37.5,20,30,35,35,38.75,41.25,20,11.25,75,13.75,46.25,31.25,22.5,46.25,25,28.75,38.75,32.5,28.75,30,61.25,8.75,36.25,57.5,6.25,21.25,31.25,47.5,28.75,23.75,47.5,35,48.75,16.25,41.25,43.75,15,31.25,48.75,20,22.5,57.5,20,42.5,52.5,5,46.25,42.5,11.25,17.5,52.5,30,38.75,27.5,33.75,31.25,56.25,12.5,10,45,45,11.25,53.75,35,23.75,33.75,42.5,1
GRN,P28799,12.5,50,37.5,61.25,21.25,17.5,38.75,45,16.25,42.5,40,17.5,5,90,5,56.25,12.5,31.25,31.25,36.25,32.5,35,30,35,28.75,60,11.25,45,48.75,6.25,11.25,27.5,61.25,15,23.75,61.25,16.25,65,18.75,23.75,46.25,30,27.5,43.75,28.75,38.75,58.75,2.5,37.5,42.5,20,41.25,36.25,22.5,11.25,55,33.75,35,31.25,33.75,21.25,53.75,25,22.5,45,32.5,23.75,52.5,23.75,13.75,40,46.25,1
TP53BP1,Q12888,37.5,38.75,23.75,47.5,38.75,13.75,23.75,35,41.25,38.75,47.5,13.75,3.75,76.25,20,30,37.5,32.5,37.5,17.5,45,40,30,30,22.5,71.25,6.25,18.75,70,11.25,21.25,38.75,40,40,20,40,41.25,41.25,17.5,45,38.75,16.25,33.75,51.25,15,37.5,50,12.5,43.75,45,11.25,47.5,40,12.5,10,62.5,27.5,31.25,33.75,35,32.5,58.75,8.75,8.75,47.5,43.75,11.25,58.75,30,26.25,41.25,32.5,1
SLC4A11,Q8NBS3,33.75,45,21.25,52.5,31.25,16.25,25,40,35,48.75,35,16.25,5,75,20,37.5,33.75,28.75,36.25,23.75,40,42.5,33.75,23.75,32.5,56.25,11.25,32.5,53.75,13.75,15,43.75,41.25,33.75,25,41.25,35,51.25,13.75,45,37.5,17.5,27.5,60,12.5,32.5,53.75,13.75,48.75,45,6.25,50,40,10,12.5,51.25,36.25,37.5,30,32.5,27.5,61.25,11.25,11.25,48.75,40,13.75,57.5,28.75,28.75,38.75,32.5,1
MSH6,P52701,25,62.5,12.5,63.75,15,21.25,13.75,61.25,25,51.25,27.5,21.25,15,80,5,41.25,25,33.75,45,7.5,47.5,47.5,26.25,26.25,47.5,37.5,15,46.25,50,3.75,20,26.25,53.75,20,26.25,53.75,25,63.75,11.25,41.25,46.25,12.5,36.25,56.25,7.5,32.5,60,7.5,51.25,35,13.75,51.25,41.25,7.5,17.5,57.5,25,47.5,40,12.5,35,62.5,2.5,5,51.25,43.75,6.25,43.75,50,16.25,33.75,50,1
DEFB1,P60022,19.117647,44.117647,36.764706,47.058824,26.470588,26.470588,42.647059,35.294118,22.058824,35.294118,38.235294,26.470588,10.294118,86.764706,2.941176,50,19.117647,30.882353,39.705882,32.352941,27.941176,30.882353,35.294118,33.823529,26.470588,58.823529,14.705882,44.117647,48.529412,7.352941,19.117647,26.470588,54.411765,16.176471,29.411765,54.411765,22.058824,51.470588,26.470588,35.294118,26.470588,38.235294,29.411765,45.588235,25,33.823529,54.411765,11.764706,51.470588,33.823529,14.705882,54.411765,17.647059,27.941176,22.058824,52.941176,25,44.117647,27.941176,27.941176,29.411765,48.529412,22.058824,23.529412,58.823529,17.647059,26.470588,52.941176,20.588235,16.176471,47.058824,36.764706,1
VAPB,O95292,32.5,33.75,33.75,38.75,37.5,23.75,36.25,30,33.75,27.5,48.75,23.75,12.5,77.5,10,41.25,32.5,26.25,36.25,32.5,31.25,33.75,23.75,42.5,15,71.25,13.75,31.25,60,8.75,23.75,23.75,52.5,27.5,20,52.5,33.75,46.25,20,30,50,20,42.5,36.25,21.25,37.5,47.5,15,41.25,45,13.75,42.5,45,12.5,18.75,57.5,23.75,28.75,40,31.25,25,61.25,13.75,11.25,43.75,45,13.75,52.5,33.75,20,37.5,42.5,1
XRCC4,Q13426,27.5,42.5,30,41.25,35,23.75,31.25,37.5,31.25,38.75,37.5,23.75,10,75,15,41.25,27.5,31.25,46.25,26.25,27.5,28.75,37.5,33.75,27.5,62.5,10,32.5,62.5,5,16.25,38.75,45,25,30,45,31.25,45,23.75,41.25,40,18.75,30,55,15,22.5,53.75,23.75,42.5,51.25,6.25,46.25,41.25,12.5,18.75,52.5,28.75,42.5,27.5,30,32.5,51.25,16.25,10,51.25,38.75,13.75,53.75,32.5,23.75,37.5,38.75,1
RAD51D,O75771,27.5,33.75,38.75,36.25,43.75,20,41.25,30,28.75,31.25,48.75,20,11.25,77.5,11.25,52.5,27.5,20,53.75,26.25,20,32.5,26.25,41.25,22.5,66.25,11.25,35,58.75,6.25,17.5,25,57.5,23.75,18.75,57.5,28.75,46.25,25,30,42.5,27.5,25,43.75,31.25,26.25,58.75,15,36.25,56.25,7.5,37.5,40,22.5,17.5,53.75,28.75,30,27.5,42.5,25,65,10,8.75,47.5,43.75,11.25,53.75,35,21.25,28.75,50,1
RHPN2,Q8IUC4,41.25,31.25,27.5,33.75,45,21.25,28.75,30,41.25,27.5,51.25,21.25,15,76.25,8.75,41.25,41.25,17.5,58.75,17.5,23.75,43.75,23.75,32.5,20,68.75,11.25,37.5,58.75,3.75,32.5,18.75,48.75,33.75,17.5,48.75,41.25,38.75,20,40,38.75,21.25,32.5,46.25,21.25,32.5,52.5,15,47.5,43.75,8.75,47.5,35,17.5,18.75,55,26.25,27.5,42.5,30,31.25,61.25,7.5,5,46.25,48.75,7.5,45,47.5,17.5,40,42.5,1
BRCA1,P38398,37.5,22.5,40,32.5,43.75,23.75,40,21.25,38.75,20,56.25,23.75,15,73.75,11.25,41.25,37.5,21.25,48.75,27.5,23.75,25,37.5,37.5,12.5,80,7.5,31.25,65,3.75,27.5,22.5,50,27.5,22.5,50,38.75,33.75,27.5,40,32.5,27.5,37.5,37.5,25,33.75,40,26.25,40,43.75,16.25,41.25,35,23.75,20,55,25,30,33.75,36.25,33.75,47.5,18.75,12.5,46.25,41.25,16.25,47.5,36.25,16.25,48.75,35,1
PINK1,Q9BXM7,26.25,47.5,26.25,47.5,26.25,26.25,27.5,46.25,26.25,37.5,36.25,26.25,18.75,78.75,2.5,60,26.25,13.75,55,13.75,31.25,57.5,7.5,35,36.25,40,23.75,56.25,42.5,1.25,23.75,7.5,68.75,25,6.25,68.75,26.25,53.75,20,30,47.5,22.5,31.25,48.75,20,38.75,57.5,3.75,47.5,41.25,11.25,47.5,36.25,16.25,21.25,58.75,20,43.75,33.75,22.5,25,71.25,3.75,7.5,56.25,36.25,8.75,42.5,48.75,21.25,16.25,62.5,1
CALHM1,Q8IU99,21.25,33.75,45,36.25,38.75,25,48.75,30,21.25,27.5,47.5,25,2.5,92.5,5,52.5,21.25,26.25,45,25,30,35,15,50,25,61.25,13.75,23.75,70,6.25,16.25,16.25,67.5,20,12.5,67.5,21.25,41.25,37.5,31.25,28.75,40,27.5,51.25,21.25,40,51.25,8.75,33.75,47.5,18.75,33.75,38.75,27.5,16.25,63.75,20,30,43.75,26.25,25,66.25,8.75,16.25,52.5,31.25,26.25,47.5,26.25,10,45,45,1
MORN2,Q502X0,31.64557,41.772152,26.582278,35.443038,30.379747,34.177215,31.64557,31.64557,36.708861,32.911392,32.911392,34.177215,8.860759,79.746835,11.392405,43.037975,31.64557,25.316456,40.506329,26.582278,32.911392,43.037975,22.78481,34.177215,22.78481,58.227848,18.987342,35.443038,55.696203,8.860759,25.316456,26.582278,48.101266,30.379747,21.518987,48.101266,36.708861,39.240506,24.050633,43.037975,29.113924,27.848101,36.708861,53.164557,10.126582,31.64557,53.164557,15.189873,49.367089,44.303797,6.329114,54.43038,34.177215,11.392405,22.78481,54.43038,22.78481,41.772152,36.708861,21.518987,22.78481,68.35443,8.860759,21.518987,48.101266,30.379747,25.316456,48.101266,26.582278,24.050633,41.772152,34.177215,1
RTKN2,Q8IZC4,37.5,27.5,35,31.25,47.5,21.25,36.25,25,38.75,25,53.75,21.25,12.5,75,12.5,42.5,37.5,20,60,18.75,21.25,36.25,26.25,37.5,17.5,73.75,8.75,31.25,63.75,5,26.25,23.75,50,32.5,17.5,50,38.75,32.5,28.75,37.5,36.25,26.25,33.75,43.75,22.5,32.5,46.25,21.25,40,48.75,11.25,41.25,35,23.75,20,53.75,26.25,31.25,33.75,35,32.5,53.75,13.75,6.25,51.25,42.5,11.25,47.5,41.25,21.25,36.25,42.5,1
MST1,P26927,25,36.25,38.75,41.25,40,18.75,40,30,30,27.5,53.75,18.75,5,85,10,52.5,25,22.5,48.75,22.5,28.75,41.25,17.5,41.25,20,68.75,11.25,30,63.75,6.25,20,20,60,30,10,60,30,45,25,28.75,38.75,32.5,28.75,40,31.25,40,55,5,32.5,51.25,16.25,37.5,36.25,26.25,13.75,61.25,25,30,28.75,41.25,23.75,65,11.25,17.5,43.75,38.75,20,48.75,31.25,21.25,30,48.75,1
XRCC2,O43543,28.75,40,31.25,40,37.5,22.5,32.5,33.75,33.75,32.5,45,22.5,8.75,72.5,18.75,45,28.75,26.25,51.25,21.25,27.5,31.25,33.75,35,23.75,65,11.25,32.5,62.5,5,15,32.5,52.5,30,17.5,52.5,33.75,41.25,25,37.5,37.5,25,28.75,51.25,20,25,52.5,22.5,33.75,56.25,10,38.75,42.5,18.75,17.5,50,32.5,35,26.25,38.75,23.75,65,11.25,13.75,48.75,37.5,16.25,48.75,35,30,27.5,42.5,1
PTGS2,P35354,21.25,41.25,37.5,45,30,25,41.25,32.5,26.25,28.75,46.25,25,8.75,86.25,5,46.25,21.25,32.5,40,36.25,23.75,31.25,31.25,37.5,16.25,70,13.75,40,53.75,6.25,21.25,23.75,55,22.5,22.5,55,26.25,51.25,22.5,23.75,42.5,33.75,33.75,38.75,27.5,37.5,53.75,8.75,40,41.25,18.75,45,30,25,20,48.75,31.25,30,37.5,32.5,23.75,53.75,22.5,23.75,47.5,28.75,26.25,47.5,26.25,18.75,43.75,37.5,1
TRAF3IP2,O43734,32.5,46.25,21.25,42.5,40,17.5,23.75,41.25,35,26.25,56.25,17.5,6.25,81.25,12.5,23.75,32.5,43.75,45,13.75,41.25,28.75,31.25,40,21.25,71.25,7.5,17.5,78.75,3.75,22.5,32.5,45,32.5,22.5,45,35,46.25,18.75,42.5,40,17.5,41.25,47.5,11.25,35,47.5,17.5,41.25,37.5,21.25,43.75,42.5,13.75,16.25,61.25,22.5,31.25,45,23.75,32.5,60,7.5,6.25,48.75,45,11.25,43.75,45,21.25,40,38.75,1
PGLYRP2,Q96PD5,18.75,45,36.25,42.5,37.5,20,37.5,40,22.5,36.25,43.75,20,5,88.75,6.25,52.5,18.75,28.75,53.75,18.75,27.5,36.25,20,43.75,28.75,61.25,10,30,66.25,3.75,16.25,26.25,57.5,20,22.5,57.5,22.5,45,32.5,28.75,40,31.25,30,46.25,23.75,26.25,65,8.75,33.75,56.25,10,37.5,38.75,23.75,13.75,61.25,25,33.75,36.25,30,25,62.5,12.5,11.25,52.5,36.25,15,52.5,32.5,13.75,33.75,52.5,1
H6PD,O95479,22.5,38.75,38.75,37.5,38.75,23.75,41.25,32.5,26.25,33.75,42.5,23.75,6.25,87.5,6.25,58.75,22.5,18.75,60,20,20,42.5,17.5,40,28.75,61.25,10,36.25,58.75,5,20,17.5,62.5,21.25,16.25,62.5,26.25,40,33.75,33.75,31.25,35,23.75,52.5,23.75,30,57.5,12.5,36.25,55,8.75,40,33.75,26.25,17.5,57.5,25,35,35,30,27.5,61.25,11.25,15,47.5,37.5,20,46.25,33.75,13.75,35,51.25,1
TMPRSS11A,Q6ZMR5,28.75,31.25,40,27.5,42.5,30,45,23.75,31.25,25,45,30,11.25,82.5,6.25,45,28.75,26.25,40,36.25,23.75,31.25,21.25,47.5,13.75,68.75,17.5,27.5,63.75,8.75,25,25,50,25,25,50,31.25,38.75,30,31.25,40,28.75,38.75,38.75,22.5,32.5,52.5,15,46.25,47.5,6.25,48.75,35,16.25,22.5,61.25,16.25,35,36.25,28.75,27.5,57.5,15,15,52.5,32.5,18.75,57.5,23.75,18.75,41.25,40,1
TBC1D1,Q86TI0,26.25,37.5,36.25,38.75,38.75,22.5,36.25,35,28.75,26.25,51.25,22.5,12.5,78.75,8.75,40,26.25,33.75,45,27.5,27.5,25,31.25,43.75,17.5,70,12.5,30,68.75,1.25,20,27.5,52.5,25,22.5,52.5,28.75,50,21.25,31.25,46.25,22.5,30,42.5,27.5,33.75,53.75,12.5,40,43.75,16.25,42.5,38.75,18.75,18.75,60,21.25,35,28.75,36.25,32.5,55,12.5,8.75,50,41.25,12.5,51.25,36.25,20,36.25,43.75,1
TAS1R2,Q8TE23,23.75,33.75,42.5,30,40,30,47.5,26.25,26.25,23.75,46.25,30,7.5,83.75,8.75,51.25,23.75,25,47.5,27.5,25,30,18.75,51.25,20,63.75,16.25,25,67.5,7.5,17.5,21.25,61.25,21.25,17.5,61.25,26.25,40,33.75,31.25,32.5,36.25,32.5,43.75,23.75,33.75,51.25,15,33.75,53.75,12.5,36.25,41.25,22.5,21.25,60,18.75,35,32.5,32.5,23.75,68.75,7.5,17.5,46.25,36.25,23.75,47.5,28.75,18.75,35,46.25,1
PCM1,Q15154,48.75,33.75,17.5,43.75,30,26.25,17.5,33.75,48.75,37.5,36.25,26.25,17.5,66.25,16.25,27.5,48.75,23.75,37.5,16.25,46.25,46.25,30,23.75,22.5,65,12.5,36.25,53.75,10,32.5,32.5,35,38.75,26.25,35,48.75,38.75,12.5,50,38.75,11.25,48.75,43.75,7.5,36.25,46.25,17.5,56.25,33.75,10,56.25,37.5,6.25,21.25,53.75,25,42.5,33.75,23.75,33.75,57.5,8.75,5,50,45,8.75,53.75,37.5,23.75,47.5,28.75,1
CDKN2A,P42771,23.75,50,26.25,51.25,30,18.75,27.5,47.5,25,41.25,40,18.75,8.75,81.25,10,48.75,23.75,27.5,56.25,13.75,30,46.25,18.75,35,35,53.75,11.25,42.5,53.75,3.75,15,22.5,62.5,25,12.5,62.5,25,55,20,27.5,51.25,21.25,28.75,53.75,17.5,31.25,60,8.75,33.75,50,16.25,35,46.25,18.75,17.5,47.5,35,33.75,38.75,27.5,23.75,68.75,7.5,5,50,45,11.25,42.5,46.25,21.25,23.75,55,1
PIK3R1,P27986,37.5,40,22.5,37.5,36.25,26.25,31.25,30,38.75,35,38.75,26.25,11.25,68.75,20,40,37.5,22.5,42.5,26.25,31.25,40,26.25,33.75,22.5,58.75,18.75,35,48.75,16.25,18.75,38.75,42.5,33.75,23.75,42.5,38.75,42.5,18.75,41.25,36.25,22.5,41.25,46.25,12.5,32.5,45,22.5,48.75,47.5,3.75,50,40,10,22.5,47.5,30,41.25,26.25,32.5,20,68.75,11.25,13.75,47.5,38.75,15,51.25,33.75,36.25,25,38.75,1
CX3CR1,P49238,22.5,31.25,46.25,35,45,20,51.25,26.25,22.5,31.25,48.75,20,3.75,83.75,12.5,56.25,22.5,21.25,32.5,40,27.5,25,22.5,52.5,18.75,66.25,15,21.25,66.25,12.5,10,30,60,18.75,21.25,60,22.5,43.75,33.75,27.5,40,32.5,31.25,41.25,27.5,28.75,55,16.25,32.5,62.5,5,32.5,50,17.5,10,65,25,22.5,37.5,40,13.75,72.5,13.75,16.25,46.25,37.5,17.5,63.75,18.75,17.5,35,47.5,1
GTF2E1,P29083,38.75,22.5,38.75,28.75,41.25,30,41.25,18.75,40,23.75,46.25,30,18.75,66.25,15,46.25,38.75,15,55,25,20,33.75,25,41.25,13.75,71.25,15,35,55,10,25,22.5,52.5,30,17.5,52.5,40,31.25,28.75,28.75,43.75,27.5,42.5,32.5,25,32.5,43.75,23.75,35,56.25,8.75,36.25,42.5,21.25,26.25,46.25,27.5,32.5,27.5,40,27.5,61.25,11.25,10,46.25,43.75,13.75,48.75,37.5,27.5,30,42.5,1
RAD18,Q9NS91,28.75,30,41.25,41.25,35,23.75,45,25,30,25,51.25,23.75,10,78.75,11.25,43.75,28.75,27.5,36.25,37.5,26.25,26.25,32.5,41.25,12.5,73.75,13.75,32.5,57.5,10,18.75,28.75,52.5,25,22.5,52.5,30,42.5,27.5,26.25,41.25,32.5,42.5,33.75,23.75,42.5,38.75,18.75,36.25,43.75,20,37.5,38.75,23.75,18.75,50,31.25,28.75,36.25,35,23.75,50,26.25,20,47.5,32.5,23.75,48.75,27.5,21.25,43.75,35,1
LRP5,O75197,17.5,42.5,40,48.75,36.25,15,41.25,41.25,17.5,36.25,48.75,15,6.25,85,8.75,62.5,17.5,20,48.75,22.5,28.75,35,16.25,48.75,28.75,60,11.25,35,58.75,6.25,8.75,20,71.25,15,13.75,71.25,17.5,53.75,28.75,21.25,47.5,31.25,27.5,41.25,31.25,31.25,61.25,7.5,25,61.25,13.75,25,51.25,23.75,8.75,61.25,30,23.75,36.25,40,13.75,77.5,8.75,10,42.5,47.5,11.25,51.25,37.5,13.75,22.5,63.75,1
BARD1,Q99728,36.25,35,28.75,46.25,30,23.75,28.75,32.5,38.75,28.75,47.5,23.75,16.25,72.5,11.25,41.25,36.25,22.5,45,20,35,46.25,25,28.75,22.5,60,17.5,41.25,53.75,5,27.5,21.25,51.25,37.5,11.25,51.25,38.75,43.75,17.5,31.25,47.5,21.25,45,36.25,18.75,45,42.5,12.5,41.25,38.75,20,43.75,37.5,18.75,21.25,50,28.75,37.5,32.5,30,31.25,52.5,16.25,13.75,52.5,33.75,16.25,42.5,41.25,28.75,32.5,38.75,1
KIAA1462,Q9P266,33.75,55,11.25,52.5,21.25,26.25,13.75,46.25,40,46.25,27.5,26.25,16.25,72.5,11.25,33.75,33.75,32.5,48.75,11.25,40,53.75,26.25,20,35,51.25,13.75,45,46.25,8.75,28.75,30,41.25,35,23.75,41.25,40,51.25,8.75,41.25,48.75,10,41.25,50,8.75,31.25,57.5,11.25,55,37.5,7.5,61.25,31.25,7.5,26.25,47.5,26.25,51.25,28.75,20,38.75,55,6.25,8.75,52.5,38.75,10,48.75,41.25,31.25,28.75,40,1
ADAM12,O43184,28.75,37.5,33.75,41.25,40,18.75,33.75,36.25,30,32.5,48.75,18.75,12.5,77.5,10,51.25,28.75,20,52.5,17.5,30,38.75,21.25,40,28.75,58.75,12.5,32.5,63.75,3.75,20,22.5,57.5,26.25,16.25,57.5,30,46.25,23.75,31.25,47.5,21.25,35,40,25,28.75,57.5,13.75,33.75,56.25,10,35,47.5,17.5,15,60,25,32.5,32.5,35,27.5,65,7.5,6.25,47.5,46.25,7.5,50,42.5,20,26.25,53.75,1
TRPV4,Q9HBA0,27.5,55,17.5,61.25,22.5,16.25,17.5,55,27.5,48.75,35,16.25,8.75,76.25,15,43.75,27.5,28.75,40,8.75,51.25,45,25,30,41.25,47.5,11.25,38.75,55,6.25,12.5,28.75,58.75,25,16.25,58.75,27.5,57.5,15,45,40,15,30,60,10,33.75,55,11.25,43.75,41.25,15,43.75,46.25,10,11.25,61.25,27.5,41.25,33.75,25,25,73.75,1.25,5,50,45,7.5,50,42.5,21.25,27.5,51.25,1
COL4A1,P02462,23.75,48.75,27.5,52.5,28.75,18.75,27.5,45,27.5,37.5,43.75,18.75,10,82.5,7.5,56.25,23.75,20,47.5,12.5,40,47.5,20,32.5,35,58.75,6.25,46.25,51.25,2.5,20,12.5,67.5,21.25,11.25,67.5,27.5,53.75,18.75,45,32.5,22.5,28.75,50,21.25,32.5,55,12.5,43.75,38.75,17.5,47.5,32.5,20,16.25,63.75,20,45,26.25,28.75,26.25,66.25,7.5,11.25,47.5,41.25,13.75,47.5,38.75,15,26.25,58.75,1
GALP,Q9UBC7,18.75,47.5,33.75,46.25,35,18.75,36.25,41.25,22.5,35,46.25,18.75,6.25,85,8.75,50,18.75,31.25,51.25,15,33.75,36.25,16.25,47.5,26.25,65,8.75,30,62.5,7.5,13.75,23.75,62.5,20,17.5,62.5,22.5,48.75,28.75,26.25,43.75,30,33.75,40,26.25,31.25,61.25,7.5,32.5,52.5,15,36.25,38.75,25,16.25,61.25,22.5,35,30,35,22.5,70,7.5,8.75,51.25,40,12.5,53.75,33.75,18.75,22.5,58.75,1
ZNF224,Q9NZL3,37.5,26.25,36.25,27.5,37.5,35,37.5,21.25,41.25,27.5,37.5,35,13.75,70,16.25,41.25,37.5,21.25,55,27.5,17.5,36.25,26.25,37.5,13.75,67.5,18.75,32.5,60,7.5,25,28.75,46.25,35,18.75,46.25,41.25,28.75,30,31.25,40,28.75,32.5,50,17.5,35,46.25,18.75,37.5,56.25,6.25,41.25,41.25,17.5,25,45,30,33.75,32.5,33.75,30,58.75,11.25,15,46.25,38.75,21.25,45,33.75,28.75,40,31.25,1
IKBKE,Q14164,36.25,35,28.75,31.25,41.25,27.5,32.5,28.75,38.75,30,42.5,27.5,15,75,10,41.25,36.25,22.5,48.75,28.75,22.5,37.5,28.75,33.75,20,63.75,16.25,36.25,57.5,6.25,28.75,28.75,42.5,31.25,26.25,42.5,38.75,43.75,17.5,38.75,41.25,20,33.75,45,21.25,26.25,57.5,16.25,50,47.5,2.5,52.5,36.25,11.25,22.5,52.5,25,36.25,32.5,31.25,30,60,10,11.25,46.25,42.5,12.5,51.25,36.25,23.75,38.75,37.5,1
